"V1"	"p.value"
"Prosapogenin A"	"0.00120344716936217"
"Prosapogenin D3"	"0.0317016168274278"
"\"Ruscogenin-1-O-rhamnosyl(1,2)fucoside\""	"0.168679033945972"
"\"Diosgenin-3-O-rhamnosyl(1,2)glcoside\""	"0.233390543899094"
"Nuatigenin-3-O-[rhamnosyl-(1_2)-glucoside]"	"0.168679033945972"
"\"Diosgenin-3-O-rhamnosyl(1,4)rhamnosyl(1,2)glcoside\""	"0.196998151859958"
"(25R)-spirost-5-en-3beta-yl alpha-L-rhamnopyranosyl-(1->2)-[alpha-L-mannopyranosyl-(1->4)]-beta-D-glucopyranoside"	"0.238250307878448"
"β2-Tomatine"	"0.124262215323569"
"Solasonine"	"0.00109725018702967"
"(25R)-spirost-5-en-3-ol 3-O-a-L-rhamnopyranoyl-(1--2)-O-[β-D-glucopyranosyl)-(1--3)]-D-galactopyranoside"	"0.192754743057949"
"\"5,6-dihydrosolasonine * \""	"0.579072261096908"
"Asparanin B"	"0.701041658032387"
"Polygonatoside D"	"0.498477708836822"
"Borassoside_B"	"0.313729359139662"
"Asparasaponin II"	"0.483096091990078"
"Leptine I"	"0.00358568306136004"
"Leptine II"	"0.0027881012850664"
"Diosgenin 3-O-Glucoside-Rhamnoside-Rhamnoside-Xyloside"	"0.157510924413854"
"Methyldiosgenin 3-O-Glucoside-Rhamnoside-Rhamnoside-Xyloside"	"0.490754945087912"
"Dehydrodemissine"	"0.0169426740858376"
"Parisyunnanoside B"	"0.350374227125645"
"Sceptrumgenin 3-O-Glucoside-Rhamnoside-Rhamnoside-Glucoside"	"0.00039672788218904"
"Dehydrotomatine"	"0.0628635418887864"
"Solasuaveoline"	"0.0261699411798132"
"Methyldiosgenin 3-O-Glucoside-Rhamnoside-Glucoside-Glucoside"	"0.665229863854596"
"Polygonatumoside F"	"0.0702498662722452"
"\"(25R)-spirost-5-en-3β,14α-diol-3-0-β-D-glucopyranosyl-(1_2)-[β-D-glucopyranosyl-(1_3)]-β-D-galactopyranoside-(1_4)-β-D-galactopyranoside\""	"0.0471346611765864"
