Source,Target,R,P
Cell cycle - Caulobacter,Phenylalanine metabolism,-1,2.59295022061961e-19
HIF-1 signaling pathway,Phenylalanine metabolism,-1,1.31835397770752e-17
Nucleotide excision repair,Phenylalanine metabolism,-1,1.95851205577767e-17
Butanoate metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis",-1,2.2764374341768e-16
Lysine degradation,"Phenylalanine, tyrosine and tryptophan biosynthesis",-1,2.07814018563073e-16
Aminoacyl-tRNA biosynthesis,Phosphonate and phosphinate metabolism,-1,8.41021872429049e-20
Cell cycle - Caulobacter,Phosphonate and phosphinate metabolism,-1,1.02031786927688e-16
HIF-1 signaling pathway,Phosphonate and phosphinate metabolism,-1,2.38933390063382e-17
Nucleotide excision repair,Phosphonate and phosphinate metabolism,-1,4.57467613601394e-18
Peptidoglycan biosynthesis,Phosphonate and phosphinate metabolism,-1,8.86078864916401e-17
Culturomica,Phosphotransferase system (PTS),-1,1.47707787588069e-17
Prevotella,Phosphotransferase system (PTS),-1,4.14955309538972e-21
Prevotellamassilia,Phosphotransferase system (PTS),-1,1.90441030503557e-19
Antifolate resistance,Phosphotransferase system (PTS),-1,4.51483841139712e-18
D-Glutamine and D-glutamate metabolism,Phosphotransferase system (PTS),-1,1.98308785048012e-17
One carbon pool by folate,Phosphotransferase system (PTS),-1,8.44615836662197e-21
Prevotella,Propanoate metabolism,-1,1.12702480254501e-16
Prevotellamassilia,Propanoate metabolism,-1,3.59056037723539e-22
Cell cycle - Caulobacter,Propanoate metabolism,-1,2.04285773232309e-16
One carbon pool by folate,Propanoate metabolism,-1,2.74447956332302e-16
Ascorbate and aldarate metabolism,Protein export,-1,5.85934432396045e-21
Nitrogen metabolism,Protein export,-1,1.34705870696492e-20
Other glycan degradation,Quorum sensing,-1,6.23538969116701e-19
Phenylalanine metabolism,RNA degradation,-1,7.13089002321674e-18
Ascorbate and aldarate metabolism,RNA polymerase,-1,6.54931064336304e-17
Pentose and glucuronate interconversions,RNA polymerase,-1,5.21662647407401e-18
Phosphonate and phosphinate metabolism,RNA polymerase,-1,1.00892981674685e-19
Ascorbate and aldarate metabolism,Ribosome,-1,9.49657483686561e-20
Biofilm formation - Vibrio cholerae,Ribosome,-1,2.49505983849669e-17
Nitrogen metabolism,Ribosome,-1,1.21804544462171e-19
Phenylalanine metabolism,Ribosome,-1,6.31906059829601e-17
Phosphonate and phosphinate metabolism,Ribosome,-1,4.30370908511805e-20
Quorum sensing,Sphingolipid metabolism,-1,1.33429248329645e-16
One carbon pool by folate,Sulfur metabolism,-1,5.47356308998344e-17
Bacteroides,Sulfur relay system,-1,1.64477561002108e-24
Amino sugar and nucleotide sugar metabolism,Sulfur relay system,-1,7.9713276146557e-21
Glycosaminoglycan degradation,Sulfur relay system,-1,1.73288905058569e-22
Glycosphingolipid biosynthesis - ganglio series,Sulfur relay system,-1,1.08605484814165e-22
Glycosphingolipid biosynthesis - globo and isoglobo series,Sulfur relay system,-1,6.75468729885597e-23
Lysosome,Sulfur relay system,-1,1.20359791408393e-24
Other glycan degradation,Sulfur relay system,-1,7.33434779942879e-27
Sphingolipid metabolism,Sulfur relay system,-1,1.56800360445268e-21
Ascorbate and aldarate metabolism,Thiamine metabolism,-1,1.41484738307979e-19
Biofilm formation - Vibrio cholerae,Thiamine metabolism,-1,1.40431840943017e-19
Cationic antimicrobial peptide (CAMP) resistance,Thiamine metabolism,-1,1.51030499582201e-18
Glutathione metabolism,Thiamine metabolism,-1,1.56891088253018e-16
Phenylalanine metabolism,Thiamine metabolism,-1,4.52595307004738e-19
Biosynthesis of antibiotics,Tryptophan metabolism,-1,7.79319440686943e-20
Biosynthesis of secondary metabolites,Tryptophan metabolism,-1,2.28941735656527e-16
Lysine biosynthesis,Tryptophan metabolism,-1,3.1334720334602e-19
Necroptosis,Tryptophan metabolism,-1,1.73081714754236e-20
Ascorbate and aldarate metabolism,Tuberculosis,-1,9.01878713897939e-17
Cationic antimicrobial peptide (CAMP) resistance,Tuberculosis,-1,1.06926214424964e-16
Phosphonate and phosphinate metabolism,Tuberculosis,-1,1.26117576580047e-17
Aminoacyl-tRNA biosynthesis,Two-component system,-1,2.34035514866044e-19
Cell cycle - Caulobacter,Two-component system,-1,8.94821745853179e-21
Nucleotide excision repair,Two-component system,-1,3.5347091490119e-18
Thiamine metabolism,Two-component system,-1,1.44940349084079e-17
Antifolate resistance,Tyrosine metabolism,-1,7.78084081486159e-17
One carbon pool by folate,Tyrosine metabolism,-1,6.80870752084513e-21
RNA degradation,Tyrosine metabolism,-1,3.43419120680039e-17
Necroptosis,Ubiquinone and other terpenoid-quinone biosynthesis,-1,6.94041306260401e-24
Lipopolysaccharide biosynthesis,Vancomycin resistance,-1,1.23720729403147e-16
Sulfur relay system,Various types of N-glycan biosynthesis,-1,2.59525025836166e-22
Necroptosis,beta-Alanine metabolism,-1,5.73498647221265e-24
